ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
98660831,"Fera Residence @ The Quartz, Wangsa Maju",,RM 2 200 per month,Kuala Lumpur - Wangsa Maju,Service Residence,2,,3,819 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Gymnasium, Barbeque area, Multipurpose hall, Lift, Sauna, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99845459,The Loft @ ZetaPark,,RM 1 650 per month,Kuala Lumpur - Setapak,Condominium,1,1,1,689 sq.ft.,Fully Furnished,"Jogging Track, Gymnasium, Security, Multipurpose hall, Sauna, Parking, Swimming Pool",,Kuala Lumpur
100295237,Flat Taman Maluri,,RM 900 per month,Kuala Lumpur - Pandan Jaya,Flat,2,,1,700 sq.ft.,Not Furnished,,,Kuala Lumpur
100295161,PV9 Residences @ Taman Melati,2022,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99841590,Pangsapuri Cemara (Cheras),2002,RM 1 200 per month,Kuala Lumpur - Cheras,Apartment,3,1,2,720 sq.ft.,Partially Furnished,"Minimart, Parking, Security, Swimming Pool, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur
100295082,The Elements,2015,RM 1 600 per month,Kuala Lumpur - Ampang,Service Residence,1,1,1,640 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Security, Gymnasium, Multipurpose hall, Swimming Pool, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100295081,The Elements,2015,RM 2 100 per month,Kuala Lumpur - Ampang,Service Residence,2,1,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Playground, Barbeque area, Gymnasium, Sauna, Multipurpose hall, Security","Cooking Allowed, Air-Cond",Kuala Lumpur
100295080,The Elements,2015,RM 2 200 per month,Kuala Lumpur - Ampang,Service Residence,2,2,2,950 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Playground, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100295079,Reizz Residence,2019,RM 1 900 per month,Kuala Lumpur - Ampang Hilir,Service Residence,2,1,1,697 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Security, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100295146,Aman Dua,,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,837 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Security, Minimart, Lift, Playground",,Kuala Lumpur
100202286,Legasi Kampong Bharu,2020,RM 3 300 per month,Kuala Lumpur - KL City,Apartment,3,1,2,950 sq.ft.,Fully Furnished,"Jogging Track, Minimart, Gymnasium, Playground, Swimming Pool, Tennis Court, Lift, Parking, Security, Squash Court",,Kuala Lumpur
100294996,Pangsapuri Mawar (Sentul),,RM 1 300 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,1200 sq.ft.,Not Furnished,"Parking, Security, Minimart, Swimming Pool",Near KTM/LRT,Kuala Lumpur
100201918,Taman Connaught,,RM 880 per month,Kuala Lumpur - Cheras,Apartment,2,1,1,650 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100295019,PV9 Residences @ Taman Melati,2022,RM 1 400 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100294876,Vista Angkasa,,RM 1 800 per month,Kuala Lumpur - Bangsar South,Apartment,3,1,2,940 sq.ft.,Partially Furnished,"Minimart, Parking, Security, Jogging Track, Lift, Playground, Tennis Court","Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
100294856,Ativo Suites @ Damansara Avenue,2021,RM 2 300 per month,Kuala Lumpur - Sri Damansara,Service Residence,1,1,1,751 sq.ft.,Fully Furnished,"Playground, Tennis Court, Lift, Swimming Pool, Squash Court, Sauna, Club house, Parking, Security, Minimart, Gymnasium",Air-Cond,Kuala Lumpur
100294809,Aman Satu,,RM 850 per month,Kuala Lumpur - Kepong,Apartment,3,,2,837 sq.ft.,Partially Furnished,Parking,,Kuala Lumpur
97456680,PPA1M Bukit Jalil,,RM 1 650 per month,Kuala Lumpur - Bukit Jalil,Apartment,4,1,2,1450 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Kuala Lumpur
95056891,"Desa Dua Aprt, Kepong(partial furnished🔥💥💫)",,RM 800 per month,Kuala Lumpur - Kepong,Apartment,3,,2,837 sq.ft.,Partially Furnished,,,Kuala Lumpur
100294709,Wangsa Heights,2001,RM 1 250 per month,Kuala Lumpur - Ampang,Condominium,2,1,2,800 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Swimming Pool, Playground, Squash Court, Multipurpose hall, Barbeque area, Sauna, Parking, Minimart, Security","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100294690,Aman Putra Apartment,,RM 750 per month,Kuala Lumpur - Kepong,Apartment,3,,2,720 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Jogging Track, Swimming Pool, Sauna",,Kuala Lumpur
99303036,Majestic Maxim,2021,RM 1 300 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Partially Furnished,"Playground, Gymnasium, Jogging Track, Parking, Security, Swimming Pool, Lift, Barbeque area","Near KTM/LRT, Air-Cond, Washing Machine",Kuala Lumpur
100294213,The Hamstead,,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1003 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100294245,The Hermington,2021,RM 1 688 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Jogging Track, Sauna, Multipurpose hall, Parking, Security, Lift, Barbeque area, Minimart, Tennis Court, Squash Court, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99116347,,,RM 3 600 per month,Kuala Lumpur - KLCC,Service Residence,3,,2,849 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100294198,The Havre @ Bukit Jalil,2020,RM 2 200 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2,3,1100 sq.ft.,Fully Furnished,"Minimart, Squash Court, Lift, Barbeque area, Club house, Swimming Pool, Gymnasium, Tennis Court, Sauna, Multipurpose hall, Security, Playground, Jogging Track, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100294327,Aman Dua,,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1,1,850 sq.ft.,Partially Furnished,"Swimming Pool, Minimart, Parking, Security, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100294174,The Hamstead,,RM 2 099 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1003 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed, Internet",Kuala Lumpur
99266898,Pangsapuri Jati Selatan,,RM 1 000 per month,Kuala Lumpur - Desa Petaling,Apartment,3,,2,850 sq.ft.,Partially Furnished,"Parking, Security, Lift",Air-Cond,Kuala Lumpur
100294074,Pangsapuri Mawar (Sentul),,RM 1 300 per month,Kuala Lumpur - Sentul,Condominium,3,,2,870 sq.ft.,Not Furnished,"Parking, Security, Minimart",,Kuala Lumpur
100201287,Residensi Suria Pantai,2020,RM 1 600 per month,Kuala Lumpur - Pantai,Apartment,3,,2,810 sq.ft.,Partially Furnished,"Sauna, Club house, Jogging Track, Tennis Court, Squash Court, Barbeque area","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100294157,Aster Green Residence,2022,RM 1 688 per month,Kuala Lumpur - Sri Petaling,Service Residence,2,1,2,800 sq.ft.,Partially Furnished,"Barbeque area, Parking, Multipurpose hall, Security, Playground, Swimming Pool, Lift, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Minimart, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100294150,Platinum OUG Residence,2021,RM 1 800 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1200 sq.ft.,Fully Furnished,"Lift, Playground, Gymnasium, Security, Parking, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100294137,Pinnacle PJ,2016,RM 2 200 per month,Kuala Lumpur - Sri Petaling,Service Residence,3,1,2,900 sq.ft.,Fully Furnished,"Club house, Playground, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Barbeque area, Security, Parking, Lift, Sauna, Minimart, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100294113,Avenue Court,1993,RM 1 300 per month,Kuala Lumpur - Old Klang Road,Apartment,3,1,2,932 sq.ft.,Not Furnished,"Security, Jogging Track, Parking, Minimart, Playground, Gymnasium, Swimming Pool, Lift",,Kuala Lumpur
100264929,The Sky Residence @ Shamelin,2019,RM 1 600 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,668 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium, Barbeque area, Sauna, Swimming Pool, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur
100293864,Kenari Apartment (Taman Melati),,RM 1 680 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,900 sq.ft.,Fully Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100293846,Residensi Vista Wirajaya,,RM 15 000 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,850 sq.ft.,Not Furnished,,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
97346815,The Palladium,,RM 1 800 per month,Kuala Lumpur - Keramat,Condominium,4,,3,1100 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Minimart, Security, Playground, Squash Court, Multipurpose hall","Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
100293918,Casa Mutiara,2007,RM 1 800 per month,Kuala Lumpur - Bukit Bintang,Service Residence,1,1,1,475 sq.ft.,Fully Furnished,"Gymnasium, Parking, Security, Playground, Swimming Pool, Barbeque area, Lift","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
100293779,Menara Alpha,,RM 1 400 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1140 sq.ft.,Not Furnished,"Minimart, Swimming Pool, Playground, Security, Gymnasium, Parking, Lift",,Kuala Lumpur
100293777,rumah kampung,,RM 800 per month,Kuala Lumpur - Others,Others,2,1,1,800 sq.ft.,Not Furnished,Parking,Cooking Allowed,Kuala Lumpur
100293515,Pangsapuri Villa Harmonis,,RM 1 300 per month,Kuala Lumpur - Gombak,Apartment,3,1,2,950 sq.ft.,Not Furnished,"Parking, Security, Lift",,Kuala Lumpur
99326087,Casa Vista,,RM 3 500 per month,Kuala Lumpur - Bangsar,Condominium,4,,3,1300 sq.ft.,Fully Furnished,"Minimart, Squash Court, Playground, Sauna, Security, Parking, Swimming Pool, Gymnasium, Lift","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
100293763,Rampai Court,,RM 950 per month,Kuala Lumpur - Wangsa Maju,Apartment,2,,1,600 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Barbeque area",,Kuala Lumpur
100293759,Seksyen 10 Wangsa Maju,,RM 650 per month,Kuala Lumpur - Wangsa Maju,Flat,2,,1,550 sq.ft.,Not Furnished,,Near KTM/LRT,Kuala Lumpur
100293476,Impiana Sky Residensi,2021,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Security, Playground, Gymnasium, Lift, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
100293667,Kenari Apartment (Taman Melati),,RM 1 680 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,900 sq.ft.,Fully Furnished,"Parking, Lift, Playground, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
100200935,Sentul Utama Condominium,2009,RM 1 200 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,877 sq.ft.,Not Furnished,"Security, Parking, Lift, Swimming Pool",,Kuala Lumpur
100293638,Casa Magna,,RM 1 200 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,955 sq.ft.,Partially Furnished,"Parking, Playground, Security, Barbeque area, Swimming Pool, Lift, Minimart, Tennis Court, Jogging Track","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
99739786,Lido Residency,2016,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,2,1,2,900 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Security, Playground, Barbeque area, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
98177409,Desa Kudalari,,RM 4 000 per month,Kuala Lumpur - KLCC,Condominium,3,1,4,2000 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Barbeque area, Squash Court, Sauna, Security, Gymnasium, Lift, Minimart, Multipurpose hall, Club house, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100280032,"SkyAwani 3 Residence, Setapak",2021,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,800 sq.ft.,Partially Furnished,"Parking, Minimart, Sauna, Barbeque area, Swimming Pool, Squash Court, Jogging Track, Lift, Security, Playground, Gymnasium, Tennis Court",,Kuala Lumpur
98262500,Casa Kiara 1,,RM 2 500 per month,Kuala Lumpur - Mont Kiara,Condominium,3,2,4,1400 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Parking, Swimming Pool, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98176406,Kiaramas Cendana,2006,RM 3 300 per month,Kuala Lumpur - Mont Kiara,Condominium,3,2,3,1650 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Barbeque area, Sauna, Jogging Track, Parking, Security, Lift, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100293458,Petalz Residences @ Old Klang Road,2016,RM 2 400 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,,2,935 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool, Gymnasium, Parking",,Kuala Lumpur
100293195,Ativo Suites @ Damansara Avenue,2021,RM 2 200 per month,Kuala Lumpur - Sri Damansara,Condominium,1,1,1,499 sq.ft.,Fully Furnished,"Security, Minimart, Tennis Court, Parking, Lift, Swimming Pool, Squash Court, Sauna, Playground, Gymnasium, Club house",,Kuala Lumpur
100293280,Residensi Alam Damai (PR1MA @ Alam Damai),,RM 1 250 per month,Kuala Lumpur - Cheras,Apartment,3,1,2,935 sq.ft.,Not Furnished,"Parking, Jogging Track, Security, Lift, Playground, Gymnasium, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99521693,Platinum Splendor Residensi Semarak,2020,RM 1 500 per month,Kuala Lumpur - Keramat,Condominium,4,2,2,1065 sq.ft.,Not Furnished,"Playground, Parking, Security, Swimming Pool, Gymnasium, Squash Court, Lift, Minimart, Tennis Court, Sauna","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100293145,Ativo Suites @ Damansara Avenue,2021,RM 2 000 per month,Kuala Lumpur - Sri Damansara,Condominium,1,1,1,607 sq.ft.,Partially Furnished,"Security, Minimart, Tennis Court, Parking, Lift, Swimming Pool, Squash Court, Sauna, Playground, Gymnasium, Club house",,Kuala Lumpur
99078465,Desa Aman Puri,,RM 780 per month,Kuala Lumpur - Kepong,Apartment,3,,2,655 sq.ft.,Partially Furnished,"Parking, Lift, Security",Cooking Allowed,Kuala Lumpur
100293125,Arte Plus Jalan Ampang,2018,RM 1 630 per month,Kuala Lumpur - Ampang,Service Residence,2,,2,700 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100293115,Mandy Villa,,RM 1 400 per month,Kuala Lumpur - Segambut,Apartment,3,,2,1007 sq.ft.,Partially Furnished,"Parking, Minimart, Jogging Track, Security, Playground","Air-Cond, Near KTM/LRT",Kuala Lumpur
100293104,Seasons Garden Residences @ Wangsa Maju,2017,RM 1 000 per month,Kuala Lumpur - Wangsa Maju,Apartment,4,2,2,850 sq.ft.,Partially Furnished,"Minimart, Playground, Swimming Pool, Parking, Gymnasium, Security, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur
100293081,Le Chateau,,RM 1 500 per month,Kuala Lumpur - Seputeh,Apartment,2,1,2,970 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur
100292938,The Henge Kepong,2019,RM 2 200 per month,Kuala Lumpur - Kepong,Condominium,3,2,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Playground, Jogging Track, Sauna, Tennis Court, Minimart, Club house, Swimming Pool, Lift, Security, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100293035,Winner Court B,,RM 1 300 per month,Kuala Lumpur - Desa Petaling,Condominium,3,1,2,950 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Barbeque area, Gymnasium, Jogging Track, Security, Playground, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur
100292895,Idaman Putera,,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1336 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
100292757,"The Park 2, Pavilion Bukit Jalil",2021,RM 5 600 per month,Kuala Lumpur - Bukit Jalil,Service Residence,4,3,4,1519 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100200241,Residency V,2017,RM 2 200 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,,2,909 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Playground, Lift, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100292704,Warisan City View,2005,RM 500 per month,Kuala Lumpur - Cheras,Condominium,5,,4,910 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Parking, Jogging Track, Minimart, Lift, Gymnasium","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100264773,Emerald Hills,2025,RM 2 300 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,893 sq.ft.,Fully Furnished,"Security, Club house, Parking, Jogging Track, Barbeque area, Sauna, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100264611,Vista Tasik,,RM 2 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Gymnasium, Swimming Pool, Barbeque area, Playground, Squash Court, Jogging Track, Sauna, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100292517,Unio Residence,2021,RM 2 199 per month,Kuala Lumpur - Kepong,Apartment,2,1,2,866 sq.ft.,Fully Furnished,"Security, Playground, Jogging Track, Minimart, Swimming Pool, Tennis Court, Parking, Barbeque area, Multipurpose hall, Gymnasium, Lift",,Kuala Lumpur
100292452,PV9 Residences @ Taman Melati,2022,RM 2 300 per month,Kuala Lumpur - Setapak,Service Residence,3,2,2,1000 sq.ft.,Fully Furnished,,,Kuala Lumpur
100292479,6 CapSquare,2013,RM 3 200 per month,Kuala Lumpur - Ampang,Condominium,2,1,3,1432 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Sauna, Gymnasium, Squash Court, Security, Playground, Parking, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100292462,Taman Mastiara,,RM 900 per month,Kuala Lumpur - Jalan Ipoh,Apartment,3,,2,850 sq.ft.,Not Furnished,"Jogging Track, Parking",Cooking Allowed,Kuala Lumpur
100292472,Prima Setapak,,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1231 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100292633,Verve Suites @ KL South,2016,RM 2 200 per month,Kuala Lumpur - Old Klang Road,Condominium,2,1,2,704 sq.ft.,Fully Furnished,"Security, Barbeque area, Playground, Swimming Pool, Gymnasium, Jogging Track, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100181432,Platinum OUG Residence,2021,RM 1 800 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1200 sq.ft.,Fully Furnished,"Security, Lift, Playground, Parking, Multipurpose hall, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100292237,Fortune Court (Kepong),,RM 900 per month,Kuala Lumpur - Kepong,Apartment,3,,2,950 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Jogging Track, Squash Court, Sauna",Cooking Allowed,Kuala Lumpur
99333787,,,RM 750 per month,Kuala Lumpur - Kuchai Lama,Service Residence,1,,1,100 sq.ft.,Fully Furnished,"Playground, Gymnasium, Barbeque area, Minimart, Sauna, Security, Multipurpose hall, Lift, Swimming Pool, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
99911194,Permai Ria (Jalan Ipoh),1998,RM 1 500 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,1,1,970 sq.ft.,Fully Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Minimart","Cooking Allowed, Washing Machine, Internet, Near KTM/LRT",Kuala Lumpur
96060719,Service Suites @ Pavilion Embassy,,RM 4 600 per month,Kuala Lumpur - Keramat,Service Residence,3,2,2,1211 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
97619541,Service Suites @ Pavilion Embassy,,RM 4 000 per month,Kuala Lumpur - Keramat,Service Residence,2,2,2,1098 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
97619570,Service Suites @ Pavilion Embassy,,RM 3 600 per month,Kuala Lumpur - Keramat,Service Residence,2,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100292230,Sri Jinjang Apartment (Pangsapuri Sri Jinjang),,RM 1 200 per month,Kuala Lumpur - KL City,Apartment,3,,2,850 sq.ft.,Partially Furnished,"Security, Minimart, Playground, Parking, Lift, Swimming Pool, Jogging Track","Cooking Allowed, Air-Cond",Kuala Lumpur
100291931,The Tamarind,2005,RM 1 800 per month,Kuala Lumpur - Sentul,Condominium,2,1,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Club house, Tennis Court, Parking, Playground, Barbeque area, Security, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
100291928,Seasons Garden Residences @ Wangsa Maju,2017,RM 2 000 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,2,2,770 sq.ft.,Fully Furnished,"Security, Minimart, Playground, Parking, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100292064,Setia SKY Residences,2011,RM 3 600 per month,Kuala Lumpur - KLCC,Condominium,3,2,2,1259 sq.ft.,Fully Furnished,"Minimart, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Security, Club house","Air-Cond, Washing Machine, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100292044,Panorama Residences (Sentul),2014,RM 1 550 per month,Kuala Lumpur - Sentul,Condominium,3,,2,1050 sq.ft.,Fully Furnished,"Tennis Court, Playground, Jogging Track, Security, Minimart, Swimming Pool, Gymnasium, Multipurpose hall",,Kuala Lumpur
100292019,1 Sentul,2011,RM 1 300 per month,Kuala Lumpur - Sentul,Condominium,3,,2,1081 sq.ft.,Not Furnished,"Tennis Court, Jogging Track, Playground, Minimart, Gymnasium, Sauna, Parking, Club house, Swimming Pool, Multipurpose hall, Security",,Kuala Lumpur
100292188,Platinum Lake PV 15,,RM 2 000 per month,Kuala Lumpur - Setapak,Condominium,4,1,2,1313 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
96746811,The Westside One,2013,RM 3 400 per month,Kuala Lumpur - Kepong,Condominium,3,2,3,1380 sq.ft.,Partially Furnished,"Tennis Court, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Security, Barbeque area, Playground, Lift, Club house, Minimart, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100291908,Seksyen 1 Wangsa Maju Flat,,RM 1 300 per month,Kuala Lumpur - Wangsa Maju,Flat,2,,1,600 sq.ft.,Partially Furnished,"Parking, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100292120,Riana Green East,2012,RM 2 800 per month,Kuala Lumpur - Wangsa Maju,Condominium,5,2,3,1909 sq.ft.,Partially Furnished,"Tennis Court, Barbeque area, Security, Swimming Pool, Playground, Multipurpose hall, Sauna, Squash Court, Parking, Gymnasium",,Kuala Lumpur
